event,model_a,model_b,parameter,finite_n_a,finite_n_b,raw_W1,scale,full_norm_W1,independent_W1_abs_diff,balanced_seed,balanced_n_each,balanced_q05,balanced_median,balanced_q95
GW230601_224134,SEOBNRv5PHM,NRSur7dq4,chirp_mass_source,14498,14313,0.1509237480504716,7.250924545550117,0.020814414369143216,0.0,395427983,4000,0.01738513150835134,0.02447781734161901,0.040228021796578445
GW230601_224134,SEOBNRv5PHM,NRSur7dq4,chi_eff,14498,14313,0.007629546341907311,0.2244055104133611,0.033998925997198004,0.0,131820478,4000,0.023260068123505926,0.04064094293060534,0.05987867581364768
GW230601_224134,SEOBNRv5PHM,NRSur7dq4,luminosity_distance,14498,14313,17.203536076936174,1730.8538251598409,0.009939335041968355,3.552713678800501e-15,414738377,4000,0.01145088444102184,0.019447282824724663,0.03208257434697595
GW230601_224134,SEOBNRv5PHM,NRSur7dq4,final_mass_source,14498,14313,0.2263021514904977,14.785891001661078,0.015305276595443213,2.7755575615628914e-17,218638137,4000,0.014878352464014947,0.021503146589187436,0.034468722272188876
GW230601_224134,SEOBNRv5PHM,NRSur7dq4,final_spin,14498,14313,0.006820878297939493,0.08697125456529003,0.0784268127674185,0.0,395637687,4000,0.0656650847470654,0.08265450821654892,0.09880248536622777
GW230606_004305,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,chirp_mass_source,13973,15737,0.09580346421529043,3.6741754932197885,0.026074819886007954,0.0,88716762,4000,0.016977579502656992,0.030962804998663954,0.05024310065914746
GW230606_004305,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,chi_eff,13973,15737,0.010025480688387677,0.2320028046402492,0.043212756431688405,0.0,671948506,4000,0.03577403359811048,0.04804792466878449,0.06744271007978378
GW230606_004305,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,luminosity_distance,13973,15737,16.32488014186059,1232.004558810698,0.013250665368981777,0.0,142889082,4000,0.011700612581308358,0.019456677486234752,0.044850174158574424
GW230606_004305,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,final_mass_source,13973,15737,0.3166524088971937,8.29549514333938,0.038171610425381336,0.0,932972754,4000,0.023464757989659437,0.0405466017297524,0.057050155409006396
GW230606_004305,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,final_spin,13973,15737,0.007284801693135696,0.09313919702950774,0.07821413460143718,8.673617379884035e-19,692661474,4000,0.05778665221885349,0.0777711984573652,0.09849986393159446
GW230606_004305,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,chirp_mass_source,13973,15616,0.22770530795629526,3.7029536244816192,0.061492886773101836,2.7755575615628914e-17,123536967,4000,0.03935698219624877,0.06272337842430303,0.08641993886786786
GW230606_004305,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,chi_eff,13973,15616,0.0163553294213716,0.2228838895909418,0.07338049175015965,0.0,382077544,4000,0.04534640682293652,0.07026970158573825,0.09463001029462394
GW230606_004305,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,luminosity_distance,13973,15616,25.957928440110624,1216.6779427921663,0.021335085914798057,0.0,323210957,4000,0.01677670355024728,0.028914596609191122,0.0457844027293757
GW230606_004305,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,final_mass_source,13973,15616,0.3058507585869221,8.196283002168101,0.03731578796217965,5.551115123125783e-17,682759569,4000,0.022262614949930464,0.039358010585378335,0.06488399984902145
GW230606_004305,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,final_spin,13973,15616,0.0067547818524447524,0.08831219199909895,0.07648753472808908,8.673617379884035e-19,137918931,4000,0.049408644291858025,0.07462381169716129,0.09932682040263685
GW230606_004305,SEOBNRv5PHM,NRSur7dq4,chirp_mass_source,15737,15616,0.13933698449813425,3.722410428214488,0.037431924067806085,0.0,934951909,4000,0.01962245526347572,0.034689912820842925,0.06678973706212132
GW230606_004305,SEOBNRv5PHM,NRSur7dq4,chi_eff,15737,15616,0.01007514054054531,0.2323675132351648,0.04335864510607764,1.734723475976807e-18,869485329,4000,0.028333889712855703,0.044726543276870555,0.061032484258224544
GW230606_004305,SEOBNRv5PHM,NRSur7dq4,luminosity_distance,15737,15616,16.20631558225049,1214.76028001042,0.013341163560362275,0.0,346955642,4000,0.011558796481020069,0.019991106496656745,0.029743810402240705
GW230606_004305,SEOBNRv5PHM,NRSur7dq4,final_mass_source,15737,15616,0.10032640715966985,8.362720071921046,0.011996863017874915,1.3877787807814457e-17,807109338,4000,0.01450420348969676,0.021616795411972742,0.03544202719373877
GW230606_004305,SEOBNRv5PHM,NRSur7dq4,final_spin,15737,15616,0.004631547342847619,0.09282927259467044,0.04989317715620587,0.0,82482534,4000,0.038828019432726985,0.054961517452496306,0.06792274071865573
GW230608_205047,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,chirp_mass_source,15487,14538,0.13518142633308278,5.094177431117647,0.02653645817425413,2.7755575615628914e-17,747728251,4000,0.01977044422506656,0.032120765449991914,0.044164394525706314
GW230608_205047,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,chi_eff,15487,14538,0.011673753117646573,0.20001025149307305,0.058365773906598334,0.0,661347680,4000,0.03778826474844591,0.059405736802462694,0.08168904827269656
GW230608_205047,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,luminosity_distance,15487,14538,33.44149613751438,1678.869071448541,0.019919061412371365,0.0,92428609,4000,0.015865857922059894,0.026128689789292895,0.04241011765855164
