event,parameter,model_a,model_b,corrected_S90
GW231127_165300,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.008329858474750087
GW231127_165300,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.005996447650176964
GW231127_165300,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.014661811701276773
GW231127_165300,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.012161630060422321
GW231127_165300,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.005764470151644039
GW231127_165300,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.017818038426800548
GW231127_165300,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.01538996400242878
GW231127_165300,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.010083700466688683
GW231127_165300,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.005138393438295969
GW231127_165300,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.013991448822199926
GW231127_165300,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.04086221221226756
GW231127_165300,final_spin,SEOBNRv5PHM,NRSur7dq4,0.0567036241235809
GW231129_081745,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.009141152763367787
GW231129_081745,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.02040036339830705
GW231129_081745,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.029593403115397064
GW231129_081745,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.004262926997728126
GW231129_081745,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.007869265328191209
GW231129_081745,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.0034100575774277165
GW231129_081745,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.016195920081242092
GW231129_081745,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.006829140079717331
GW231129_081745,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.023402013573728845
GW231129_081745,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.06626193361771233
GW231129_081745,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.008938884018147204
GW231129_081745,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.07495646380059759
GW231129_081745,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.01435326378839346
GW231129_081745,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.024276764958498585
GW231129_081745,final_spin,SEOBNRv5PHM,NRSur7dq4,0.008743078952971516
GW231206_233134,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.1845228061429672
GW231206_233134,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.10705648592287581
GW231206_233134,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.08128773037059321
GW231206_233134,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.050699560563482106
GW231206_233134,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.04023674748209606
GW231206_233134,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.011286669450837372
GW231206_233134,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.12579593741900913
GW231206_233134,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.09819441987730353
GW231206_233134,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.028964988972856768
GW231206_233134,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.17628684756127086
GW231206_233134,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.10545718949039068
GW231206_233134,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.07501355297377994
GW231206_233134,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.0077134896251358906
GW231206_233134,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.04088946993796211
GW231206_233134,final_spin,SEOBNRv5PHM,NRSur7dq4,0.047077113760032825
GW231206_233901,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.2077333904622347
GW231206_233901,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.08595449854400805
GW231206_233901,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.12764355415281517
GW231206_233901,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.29308885827773096
GW231206_233901,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.21453597776823383
GW231206_233901,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.08964370407289914
GW231206_233901,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.021841492007841287
GW231206_233901,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.029365353048172758
GW231206_233901,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.051994085492065904
GW231206_233901,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.18572605933200495
GW231206_233901,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.1492247348944333
GW231206_233901,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.03432527131296227
GW231206_233901,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.2707028202568666
GW231206_233901,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.20409832691953533
GW231206_233901,final_spin,SEOBNRv5PHM,NRSur7dq4,0.08164496034490093
GW231213_111417,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.00995745042911652
GW231213_111417,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.0068745053575927145
GW231213_111417,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.0030176999964814546
GW231213_111417,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.07021373355992908
GW231213_111417,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.09848398913399362
GW231213_111417,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.02698606259287645
GW231213_111417,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.025168990043911838
GW231213_111417,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.030605583423288743
GW231213_111417,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.05575090599247493
GW231213_111417,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.02489024090121818
GW231213_111417,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.0205852777639828
GW231213_111417,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.004240332833081616
GW231213_111417,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.08101023557338144
GW231213_111417,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.16716271898398982
GW231213_111417,final_spin,SEOBNRv5PHM,NRSur7dq4,0.0872601619752601
GW231223_032836,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.0169027482519415
GW231223_032836,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.0007830013182655278
GW231223_032836,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.018179774515363154
GW231223_032836,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.06545959278122428
GW231223_032836,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.057828179083302386
GW231223_032836,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.008553793619081278
GW231223_032836,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.02719268819135112
GW231223_032836,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.02771416096398133
GW231223_032836,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.0008469218376675793
GW231223_032836,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.03193725087450155
GW231223_032836,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.04710617499647686
GW231223_032836,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.01568147884706862
GW231223_032836,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.06464906227334977
GW231223_032836,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.08874508291238019
GW231223_032836,final_spin,SEOBNRv5PHM,NRSur7dq4,0.02242331334033375
GW231226_101520,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.015223504565906642
GW231226_101520,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.0074651629596441515
GW231226_101520,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.02265807005096604
GW231226_101520,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.2716585736484523
GW231226_101520,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.0712105582587862
GW231226_101520,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.33971531384985487
GW231226_101520,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.10158470320219562
GW231226_101520,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.021488008798498767
GW231226_101520,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.12256000505079064
GW231226_101520,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.029269418906052
GW231226_101520,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.03685896348993906
GW231226_101520,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.007004278190866488
GW231226_101520,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.1680462409225205
GW231226_101520,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.07993531868335398
GW231226_101520,final_spin,SEOBNRv5PHM,NRSur7dq4,0.10334096318495045
GW240104_164932,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.047339224533435253
GW240104_164932,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.15339569288128238
GW240104_164932,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.11198598905866829
GW240104_164932,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.2422427211346122
GW240104_164932,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.22744957587814682
GW240104_164932,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.015761076024834737
GW240104_164932,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.07720584429246813
GW240104_164932,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.01868937645955572
GW240104_164932,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.09581806303318352
GW240104_164932,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.0502577973566553
GW240104_164932,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.15435440089706018
GW240104_164932,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.10783214862651835
GW240104_164932,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.2390262385571326
GW240104_164932,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.3423647664339546
GW240104_164932,final_spin,SEOBNRv5PHM,NRSur7dq4,0.10757539839610357
